areaType,areaName,areaCode,dateyear,newCasesByPublishDate
nation,Northern Ireland,N92000002,24/04/2020,106
nation,Northern Ireland,N92000002,23/04/2020,142
nation,Northern Ireland,N92000002,22/04/2020,116
nation,Northern Ireland,N92000002,21/04/2020,30
nation,Northern Ireland,N92000002,20/04/2020,83
nation,Northern Ireland,N92000002,19/04/2020,159
nation,Northern Ireland,N92000002,18/04/2020,148
nation,Northern Ireland,N92000002,17/04/2020,137
nation,Northern Ireland,N92000002,16/04/2020,113
nation,Northern Ireland,N92000002,15/04/2020,121
nation,Northern Ireland,N92000002,14/04/2020,85
nation,Northern Ireland,N92000002,13/04/2020,76
nation,Northern Ireland,N92000002,12/04/2020,89
nation,Northern Ireland,N92000002,11/04/2020,128
nation,Northern Ireland,N92000002,10/04/2020,112
nation,Northern Ireland,N92000002,09/04/2020,138
nation,Northern Ireland,N92000002,08/04/2020,84
nation,Northern Ireland,N92000002,07/04/2020,97
nation,Northern Ireland,N92000002,06/04/2020,69
nation,Northern Ireland,N92000002,05/04/2020,91
nation,Northern Ireland,N92000002,04/04/2020,94
nation,Northern Ireland,N92000002,03/04/2020,130
nation,Northern Ireland,N92000002,02/04/2020,85
nation,Northern Ireland,N92000002,01/04/2020,103
nation,Northern Ireland,N92000002,31/03/2020,53
nation,Northern Ireland,N92000002,30/03/2020,123
nation,Northern Ireland,N92000002,29/03/2020,86
nation,Northern Ireland,N92000002,28/03/2020,49
nation,Northern Ireland,N92000002,27/03/2020,34
nation,Northern Ireland,N92000002,26/03/2020,32
nation,Northern Ireland,N92000002,25/03/2020,37
nation,Northern Ireland,N92000002,24/03/2020,24
nation,Northern Ireland,N92000002,23/03/2020,20
nation,Northern Ireland,N92000002,22/03/2020,20
nation,Northern Ireland,N92000002,21/03/2020,22
nation,Northern Ireland,N92000002,20/03/2020,9
nation,Northern Ireland,N92000002,19/03/2020,9
nation,Northern Ireland,N92000002,18/03/2020,6
nation,Northern Ireland,N92000002,17/03/2020,10
nation,Northern Ireland,N92000002,16/03/2020,7
nation,Northern Ireland,N92000002,15/03/2020,11
nation,Northern Ireland,N92000002,14/03/2020,5
nation,Northern Ireland,N92000002,13/03/2020,10
nation,Northern Ireland,N92000002,12/03/2020,1
nation,Northern Ireland,N92000002,11/03/2020,2
nation,Northern Ireland,N92000002,10/03/2020,0
nation,Northern Ireland,N92000002,09/03/2020,3
nation,Northern Ireland,N92000002,08/03/2020,5
nation,Northern Ireland,N92000002,07/03/2020,2
nation,Northern Ireland,N92000002,06/03/2020,2
nation,Scotland,S92000003,27/11/2021,2287
nation,Scotland,S92000003,26/11/2021,2888
nation,Scotland,S92000003,25/11/2021,2932
nation,Scotland,S92000003,24/11/2021,3080
nation,Scotland,S92000003,23/11/2021,2527
nation,Scotland,S92000003,22/11/2021,2481
nation,Scotland,S92000003,21/11/2021,2677
nation,Scotland,S92000003,20/11/2021,2756
nation,Scotland,S92000003,19/11/2021,3090
nation,Scotland,S92000003,18/11/2021,3235
nation,Scotland,S92000003,17/11/2021,3360
nation,Scotland,S92000003,16/11/2021,2771
nation,Scotland,S92000003,15/11/2021,2288
nation,Scotland,S92000003,14/11/2021,3077
nation,Scotland,S92000003,13/11/2021,3052
nation,Scotland,S92000003,12/11/2021,3349
nation,Scotland,S92000003,11/11/2021,3340
nation,Scotland,S92000003,10/11/2021,3852
nation,Scotland,S92000003,09/11/2021,2233
nation,Scotland,S92000003,08/11/2021,2012
nation,Scotland,S92000003,07/11/2021,2908
nation,Scotland,S92000003,06/11/2021,3249
nation,Scotland,S92000003,05/11/2021,2389
nation,Scotland,S92000003,04/11/2021,2823
nation,Scotland,S92000003,03/11/2021,3495
nation,Scotland,S92000003,02/11/2021,2010
nation,Scotland,S92000003,01/11/2021,2065
nation,Scotland,S92000003,31/10/2021,2513
nation,Scotland,S92000003,30/10/2021,3867
nation,Scotland,S92000003,29/10/2021,2732
nation,Scotland,S92000003,28/10/2021,2153
nation,Scotland,S92000003,27/10/2021,2566
nation,Scotland,S92000003,26/10/2021,2262
nation,Scotland,S92000003,25/10/2021,2239
nation,Scotland,S92000003,24/10/2021,2528
nation,Scotland,S92000003,23/10/2021,2403
nation,Scotland,S92000003,22/10/2021,2902
nation,Scotland,S92000003,21/10/2021,2355
nation,Scotland,S92000003,20/10/2021,2768
nation,Scotland,S92000003,19/10/2021,2459
nation,Scotland,S92000003,18/10/2021,2194
nation,Scotland,S92000003,17/10/2021,2666
nation,Scotland,S92000003,16/10/2021,2581
nation,Scotland,S92000003,15/10/2021,2762
nation,Scotland,S92000003,14/10/2021,2639
nation,Scotland,S92000003,13/10/2021,2581
nation,Scotland,S92000003,12/10/2021,1908
nation,Scotland,S92000003,11/10/2021,2297
nation,Scotland,S92000003,10/10/2021,2363
nation,Scotland,S92000003,09/10/2021,2417
nation,Scotland,S92000003,08/10/2021,2627
nation,Scotland,S92000003,07/10/2021,2691
nation,Scotland,S92000003,06/10/2021,3055
nation,Scotland,S92000003,05/10/2021,2056
nation,Scotland,S92000003,04/10/2021,1760
nation,Scotland,S92000003,03/10/2021,2040
nation,Scotland,S92000003,02/10/2021,2515
nation,Scotland,S92000003,01/10/2021,2693
nation,Scotland,S92000003,30/09/2021,2911
nation,Scotland,S92000003,29/09/2021,2997
nation,Scotland,S92000003,28/09/2021,2370
nation,Scotland,S92000003,27/09/2021,2069
nation,Scotland,S92000003,26/09/2021,2556
nation,Scotland,S92000003,25/09/2021,3261
nation,Scotland,S92000003,24/09/2021,3667
nation,Scotland,S92000003,23/09/2021,4024
nation,Scotland,S92000003,22/09/2021,3598
nation,Scotland,S92000003,21/09/2021,2870
nation,Scotland,S92000003,20/09/2021,2917
nation,Scotland,S92000003,19/09/2021,3833
nation,Scotland,S92000003,18/09/2021,6116
nation,Scotland,S92000003,17/09/2021,5529
nation,Scotland,S92000003,16/09/2021,0
nation,Scotland,S92000003,15/09/2021,4917
nation,Scotland,S92000003,14/09/2021,3375
nation,Scotland,S92000003,13/09/2021,4241
nation,Scotland,S92000003,12/09/2021,5912
nation,Scotland,S92000003,11/09/2021,4298
nation,Scotland,S92000003,10/09/2021,6815
nation,Scotland,S92000003,09/09/2021,6836
nation,Scotland,S92000003,08/09/2021,5810
nation,Scotland,S92000003,07/09/2021,5692
nation,Scotland,S92000003,06/09/2021,7065
nation,Scotland,S92000003,05/09/2021,6368
nation,Scotland,S92000003,04/09/2021,6152
nation,Scotland,S92000003,03/09/2021,6711
nation,Scotland,S92000003,02/09/2021,6400
nation,Scotland,S92000003,01/09/2021,6170
nation,Scotland,S92000003,31/08/2021,6029
nation,Scotland,S92000003,30/08/2021,3893
nation,Scotland,S92000003,29/08/2021,7113
nation,Scotland,S92000003,28/08/2021,5858
nation,Scotland,S92000003,27/08/2021,6835
nation,Scotland,S92000003,26/08/2021,4925
nation,Scotland,S92000003,25/08/2021,5021
nation,Scotland,S92000003,24/08/2021,4323
nation,Scotland,S92000003,23/08/2021,3189
nation,Scotland,S92000003,22/08/2021,3190
nation,Scotland,S92000003,21/08/2021,3464
nation,Scotland,S92000003,20/08/2021,3613
nation,Scotland,S92000003,19/08/2021,3367
nation,Scotland,S92000003,18/08/2021,2538
nation,Scotland,S92000003,17/08/2021,1815
nation,Scotland,S92000003,16/08/2021,1567
nation,Scotland,S92000003,15/08/2021,1498
nation,Scotland,S92000003,14/08/2021,1383
nation,Scotland,S92000003,13/08/2021,1542
nation,Scotland,S92000003,12/08/2021,1525
nation,Scotland,S92000003,11/08/2021,1498
nation,Scotland,S92000003,10/08/2021,1032
nation,Scotland,S92000003,09/08/2021,851
nation,Scotland,S92000003,08/08/2021,1240
nation,Scotland,S92000003,07/08/2021,1386
nation,Scotland,S92000003,06/08/2021,1250
nation,Scotland,S92000003,05/08/2021,1381
nation,Scotland,S92000003,04/08/2021,1271
nation,Scotland,S92000003,03/08/2021,1016
nation,Scotland,S92000003,02/08/2021,799
nation,Scotland,S92000003,01/08/2021,1034
nation,Scotland,S92000003,31/07/2021,1018
nation,Scotland,S92000003,30/07/2021,1456
nation,Scotland,S92000003,29/07/2021,1398
nation,Scotland,S92000003,28/07/2021,1179
nation,Scotland,S92000003,27/07/2021,1044
nation,Scotland,S92000003,26/07/2021,1000
nation,Scotland,S92000003,25/07/2021,1237
nation,Scotland,S92000003,24/07/2021,1307
nation,Scotland,S92000003,23/07/2021,1505
nation,Scotland,S92000003,22/07/2021,1825
nation,Scotland,S92000003,21/07/2021,1686
nation,Scotland,S92000003,20/07/2021,1604
nation,Scotland,S92000003,19/07/2021,1464
nation,Scotland,S92000003,18/07/2021,1735
nation,Scotland,S92000003,17/07/2021,2317
nation,Scotland,S92000003,16/07/2021,2047
nation,Scotland,S92000003,15/07/2021,2086
nation,Scotland,S92000003,14/07/2021,2636
nation,Scotland,S92000003,13/07/2021,2529
nation,Scotland,S92000003,12/07/2021,2134
nation,Scotland,S92000003,11/07/2021,2048
nation,Scotland,S92000003,10/07/2021,2190
nation,Scotland,S92000003,09/07/2021,3216
nation,Scotland,S92000003,08/07/2021,2802
nation,Scotland,S92000003,07/07/2021,3799
nation,Scotland,S92000003,06/07/2021,2363
nation,Scotland,S92000003,05/07/2021,2372
nation,Scotland,S92000003,04/07/2021,2726
nation,Scotland,S92000003,03/07/2021,3108
nation,Scotland,S92000003,02/07/2021,3823
nation,Scotland,S92000003,01/07/2021,4234
nation,Scotland,S92000003,30/06/2021,3887
nation,Scotland,S92000003,29/06/2021,3118
nation,Scotland,S92000003,28/06/2021,3285
nation,Scotland,S92000003,27/06/2021,2639
nation,Scotland,S92000003,26/06/2021,2836
nation,Scotland,S92000003,25/06/2021,1747
nation,Scotland,S92000003,24/06/2021,2999
nation,Scotland,S92000003,23/06/2021,2969
nation,Scotland,S92000003,22/06/2021,2167
nation,Scotland,S92000003,21/06/2021,1250
nation,Scotland,S92000003,20/06/2021,1205
nation,Scotland,S92000003,19/06/2021,1209
nation,Scotland,S92000003,18/06/2021,950
nation,Scotland,S92000003,17/06/2021,1317
nation,Scotland,S92000003,16/06/2021,1129
nation,Scotland,S92000003,15/06/2021,974
nation,Scotland,S92000003,14/06/2021,761
nation,Scotland,S92000003,13/06/2021,1036
nation,Scotland,S92000003,12/06/2021,1030
nation,Scotland,S92000003,11/06/2021,1104
nation,Scotland,S92000003,10/06/2021,735
nation,Scotland,S92000003,09/06/2021,1011
nation,Scotland,S92000003,08/06/2021,695
nation,Scotland,S92000003,07/06/2021,641
nation,Scotland,S92000003,06/06/2021,775
nation,Scotland,S92000003,05/06/2021,860
nation,Scotland,S92000003,04/06/2021,992
nation,Scotland,S92000003,03/06/2021,835
nation,Scotland,S92000003,02/06/2021,677
nation,Scotland,S92000003,01/06/2021,478
nation,Scotland,S92000003,31/05/2021,490
nation,Scotland,S92000003,30/05/2021,526
nation,Scotland,S92000003,29/05/2021,583
nation,Scotland,S92000003,28/05/2021,641
nation,Scotland,S92000003,27/05/2021,464
nation,Scotland,S92000003,26/05/2021,546
nation,Scotland,S92000003,25/05/2021,318
nation,Scotland,S92000003,24/05/2021,313
nation,Scotland,S92000003,23/05/2021,378
nation,Scotland,S92000003,22/05/2021,370
nation,Scotland,S92000003,21/05/2021,414
nation,Scotland,S92000003,20/05/2021,432
nation,Scotland,S92000003,19/05/2021,394
nation,Scotland,S92000003,18/05/2021,268
nation,Scotland,S92000003,17/05/2021,161
nation,Scotland,S92000003,16/05/2021,292
nation,Scotland,S92000003,15/05/2021,413
nation,Scotland,S92000003,14/05/2021,215
nation,Scotland,S92000003,13/05/2021,270
nation,Scotland,S92000003,12/05/2021,345
nation,Scotland,S92000003,11/05/2021,238
nation,Scotland,S92000003,10/05/2021,168
nation,Scotland,S92000003,09/05/2021,200
nation,Scotland,S92000003,08/05/2021,224
nation,Scotland,S92000003,07/05/2021,236
nation,Scotland,S92000003,06/05/2021,283
nation,Scotland,S92000003,05/05/2021,85
nation,Scotland,S92000003,04/05/2021,139
nation,Scotland,S92000003,03/05/2021,132
nation,Scotland,S92000003,02/05/2021,146
nation,Scotland,S92000003,01/05/2021,175
nation,Scotland,S92000003,30/04/2021,191
nation,Scotland,S92000003,29/04/2021,178
nation,Scotland,S92000003,28/04/2021,204
nation,Scotland,S92000003,27/04/2021,133
nation,Scotland,S92000003,26/04/2021,142
nation,Scotland,S92000003,25/04/2021,176
nation,Scotland,S92000003,24/04/2021,177
nation,Scotland,S92000003,23/04/2021,255
nation,Scotland,S92000003,22/04/2021,231
nation,Scotland,S92000003,21/04/2021,273
nation,Scotland,S92000003,20/04/2021,178
nation,Scotland,S92000003,19/04/2021,232
nation,Scotland,S92000003,18/04/2021,211
nation,Scotland,S92000003,17/04/2021,210
nation,Scotland,S92000003,16/04/2021,204
nation,Scotland,S92000003,15/04/2021,237
nation,Scotland,S92000003,14/04/2021,278
nation,Scotland,S92000003,13/04/2021,221
nation,Scotland,S92000003,12/04/2021,199
nation,Scotland,S92000003,11/04/2021,250
nation,Scotland,S92000003,10/04/2021,281
nation,Scotland,S92000003,09/04/2021,285
nation,Scotland,S92000003,08/04/2021,364
nation,Scotland,S92000003,07/04/2021,289
nation,Scotland,S92000003,06/04/2021,259
nation,Scotland,S92000003,05/04/2021,248
nation,Scotland,S92000003,04/04/2021,343
nation,Scotland,S92000003,03/04/2021,397
nation,Scotland,S92000003,02/04/2021,414
nation,Scotland,S92000003,01/04/2021,400
nation,Scotland,S92000003,31/03/2021,542
nation,Scotland,S92000003,30/03/2021,411
nation,Scotland,S92000003,29/03/2021,352
nation,Scotland,S92000003,28/03/2021,422
nation,Scotland,S92000003,27/03/2021,563
nation,Scotland,S92000003,26/03/2021,543
nation,Scotland,S92000003,25/03/2021,701
nation,Scotland,S92000003,24/03/2021,692
nation,Scotland,S92000003,23/03/2021,495
nation,Scotland,S92000003,22/03/2021,359
nation,Scotland,S92000003,21/03/2021,532
nation,Scotland,S92000003,20/03/2021,488
nation,Scotland,S92000003,19/03/2021,655
nation,Scotland,S92000003,18/03/2021,624
nation,Scotland,S92000003,17/03/2021,625
nation,Scotland,S92000003,16/03/2021,597
nation,Scotland,S92000003,15/03/2021,456
nation,Scotland,S92000003,14/03/2021,484
nation,Scotland,S92000003,13/03/2021,639
nation,Scotland,S92000003,12/03/2021,682
nation,Scotland,S92000003,11/03/2021,591
nation,Scotland,S92000003,10/03/2021,691
nation,Scotland,S92000003,09/03/2021,466
nation,Scotland,S92000003,08/03/2021,501
nation,Scotland,S92000003,07/03/2021,390
nation,Scotland,S92000003,06/03/2021,555
nation,Scotland,S92000003,05/03/2021,498
nation,Scotland,S92000003,04/03/2021,500
nation,Scotland,S92000003,03/03/2021,543
nation,Scotland,S92000003,02/03/2021,542
nation,Scotland,S92000003,01/03/2021,386
nation,Scotland,S92000003,28/02/2021,572
nation,Scotland,S92000003,27/02/2021,525
nation,Scotland,S92000003,26/02/2021,581
nation,Scotland,S92000003,25/02/2021,769
nation,Scotland,S92000003,24/02/2021,798
nation,Scotland,S92000003,23/02/2021,655
nation,Scotland,S92000003,22/02/2021,715
nation,Scotland,S92000003,21/02/2021,827
nation,Scotland,S92000003,20/02/2021,803
nation,Scotland,S92000003,19/02/2021,885
nation,Scotland,S92000003,18/02/2021,685
nation,Scotland,S92000003,17/02/2021,1121
nation,Scotland,S92000003,16/02/2021,773
nation,Scotland,S92000003,15/02/2021,559
nation,Scotland,S92000003,14/02/2021,903
nation,Scotland,S92000003,13/02/2021,908
nation,Scotland,S92000003,12/02/2021,830
nation,Scotland,S92000003,11/02/2021,830
nation,Scotland,S92000003,10/02/2021,803
nation,Scotland,S92000003,09/02/2021,822
nation,Scotland,S92000003,08/02/2021,928
nation,Scotland,S92000003,07/02/2021,584
nation,Scotland,S92000003,06/02/2021,895
nation,Scotland,S92000003,05/02/2021,895
nation,Scotland,S92000003,04/02/2021,1149
nation,Scotland,S92000003,03/02/2021,978
nation,Scotland,S92000003,02/02/2021,758
nation,Scotland,S92000003,01/02/2021,848
nation,Scotland,S92000003,31/01/2021,1003
nation,Scotland,S92000003,30/01/2021,994
nation,Scotland,S92000003,29/01/2021,1155
nation,Scotland,S92000003,28/01/2021,1201
nation,Scotland,S92000003,27/01/2021,1330
nation,Scotland,S92000003,26/01/2021,1049
nation,Scotland,S92000003,25/01/2021,752
nation,Scotland,S92000003,24/01/2021,1195
nation,Scotland,S92000003,23/01/2021,1307
nation,Scotland,S92000003,22/01/2021,1480
nation,Scotland,S92000003,21/01/2021,1636
nation,Scotland,S92000003,20/01/2021,1656
nation,Scotland,S92000003,19/01/2021,1165
nation,Scotland,S92000003,18/01/2021,1429
nation,Scotland,S92000003,17/01/2021,1341
nation,Scotland,S92000003,16/01/2021,1753
nation,Scotland,S92000003,15/01/2021,2160
nation,Scotland,S92000003,14/01/2021,1707
nation,Scotland,S92000003,13/01/2021,1949
nation,Scotland,S92000003,12/01/2021,1875
nation,Scotland,S92000003,11/01/2021,1782
nation,Scotland,S92000003,10/01/2021,1877
nation,Scotland,S92000003,09/01/2021,1865
nation,Scotland,S92000003,08/01/2021,2309
nation,Scotland,S92000003,07/01/2021,2649
nation,Scotland,S92000003,06/01/2021,2039
nation,Scotland,S92000003,05/01/2021,2529
nation,Scotland,S92000003,04/01/2021,1905
nation,Scotland,S92000003,03/01/2021,2464
nation,Scotland,S92000003,02/01/2021,2137
nation,Scotland,S92000003,01/01/2021,2539
nation,Scotland,S92000003,31/12/2020,2622
nation,Scotland,S92000003,30/12/2020,2045
nation,Scotland,S92000003,29/12/2020,1895
nation,Scotland,S92000003,28/12/2020,967
nation,Scotland,S92000003,27/12/2020,740
nation,Scotland,S92000003,26/12/2020,1149
nation,Scotland,S92000003,25/12/2020,1165
nation,Scotland,S92000003,24/12/2020,1314
nation,Scotland,S92000003,23/12/2020,1190
nation,Scotland,S92000003,22/12/2020,1316
nation,Scotland,S92000003,21/12/2020,1504
nation,Scotland,S92000003,20/12/2020,934
nation,Scotland,S92000003,19/12/2020,572
nation,Scotland,S92000003,18/12/2020,744
nation,Scotland,S92000003,17/12/2020,858
nation,Scotland,S92000003,16/12/2020,689
nation,Scotland,S92000003,15/12/2020,845
nation,Scotland,S92000003,14/12/2020,734
nation,Scotland,S92000003,13/12/2020,800
nation,Scotland,S92000003,12/12/2020,1064
nation,Scotland,S92000003,11/12/2020,1001
nation,Scotland,S92000003,10/12/2020,933
nation,Scotland,S92000003,09/12/2020,897
nation,Scotland,S92000003,08/12/2020,692
nation,Scotland,S92000003,07/12/2020,677
nation,Scotland,S92000003,06/12/2020,643
nation,Scotland,S92000003,05/12/2020,777
nation,Scotland,S92000003,04/12/2020,966
nation,Scotland,S92000003,03/12/2020,958
nation,Scotland,S92000003,02/12/2020,951
nation,Scotland,S92000003,01/12/2020,754
nation,Scotland,S92000003,30/11/2020,369
nation,Scotland,S92000003,29/11/2020,746
nation,Scotland,S92000003,28/11/2020,788
nation,Scotland,S92000003,27/11/2020,969
nation,Scotland,S92000003,26/11/2020,1225
nation,Scotland,S92000003,25/11/2020,880
nation,Scotland,S92000003,24/11/2020,771
nation,Scotland,S92000003,23/11/2020,949
nation,Scotland,S92000003,22/11/2020,844
nation,Scotland,S92000003,21/11/2020,887
nation,Scotland,S92000003,20/11/2020,1018
nation,Scotland,S92000003,19/11/2020,1089
nation,Scotland,S92000003,18/11/2020,1264
nation,Scotland,S92000003,17/11/2020,1248
nation,Scotland,S92000003,16/11/2020,717
nation,Scotland,S92000003,15/11/2020,1159
nation,Scotland,S92000003,14/11/2020,1118
nation,Scotland,S92000003,13/11/2020,1357
nation,Scotland,S92000003,12/11/2020,1212
nation,Scotland,S92000003,11/11/2020,1261
nation,Scotland,S92000003,10/11/2020,832
nation,Scotland,S92000003,09/11/2020,912
nation,Scotland,S92000003,08/11/2020,1115
nation,Scotland,S92000003,07/11/2020,1596
nation,Scotland,S92000003,06/11/2020,1072
nation,Scotland,S92000003,05/11/2020,1216
nation,Scotland,S92000003,04/11/2020,1433
nation,Scotland,S92000003,03/11/2020,999
nation,Scotland,S92000003,02/11/2020,951
nation,Scotland,S92000003,01/11/2020,1148
nation,Scotland,S92000003,31/10/2020,1101
nation,Scotland,S92000003,30/10/2020,1281
nation,Scotland,S92000003,29/10/2020,1128
nation,Scotland,S92000003,28/10/2020,1202
nation,Scotland,S92000003,27/10/2020,1327
nation,Scotland,S92000003,26/10/2020,1122
nation,Scotland,S92000003,25/10/2020,1303
nation,Scotland,S92000003,24/10/2020,1433
nation,Scotland,S92000003,23/10/2020,1401
nation,Scotland,S92000003,22/10/2020,1712
nation,Scotland,S92000003,21/10/2020,1739
nation,Scotland,S92000003,20/10/2020,1456
nation,Scotland,S92000003,19/10/2020,993
nation,Scotland,S92000003,18/10/2020,316
nation,Scotland,S92000003,17/10/2020,1167
nation,Scotland,S92000003,16/10/2020,1196
nation,Scotland,S92000003,15/10/2020,1351
nation,Scotland,S92000003,14/10/2020,1429
nation,Scotland,S92000003,13/10/2020,1297
nation,Scotland,S92000003,12/10/2020,961
nation,Scotland,S92000003,11/10/2020,956
nation,Scotland,S92000003,10/10/2020,1009
nation,Scotland,S92000003,09/10/2020,1246
nation,Scotland,S92000003,08/10/2020,1027
nation,Scotland,S92000003,07/10/2020,1054
nation,Scotland,S92000003,06/10/2020,800
nation,Scotland,S92000003,05/10/2020,697
nation,Scotland,S92000003,04/10/2020,758
nation,Scotland,S92000003,03/10/2020,764
nation,Scotland,S92000003,02/10/2020,775
nation,Scotland,S92000003,01/10/2020,668
nation,Scotland,S92000003,30/09/2020,640
nation,Scotland,S92000003,29/09/2020,806
nation,Scotland,S92000003,28/09/2020,222
nation,Scotland,S92000003,27/09/2020,344
nation,Scotland,S92000003,26/09/2020,714
nation,Scotland,S92000003,25/09/2020,558
nation,Scotland,S92000003,24/09/2020,465
nation,Scotland,S92000003,23/09/2020,486
nation,Scotland,S92000003,22/09/2020,383
nation,Scotland,S92000003,21/09/2020,255
nation,Scotland,S92000003,20/09/2020,245
nation,Scotland,S92000003,19/09/2020,350
nation,Scotland,S92000003,18/09/2020,203
nation,Scotland,S92000003,17/09/2020,290
nation,Scotland,S92000003,16/09/2020,267
nation,Scotland,S92000003,15/09/2020,267
nation,Scotland,S92000003,14/09/2020,70
nation,Scotland,S92000003,13/09/2020,244
nation,Scotland,S92000003,12/09/2020,221
nation,Scotland,S92000003,11/09/2020,175
nation,Scotland,S92000003,10/09/2020,161
nation,Scotland,S92000003,09/09/2020,159
nation,Scotland,S92000003,08/09/2020,176
nation,Scotland,S92000003,07/09/2020,146
nation,Scotland,S92000003,06/09/2020,208
nation,Scotland,S92000003,05/09/2020,141
nation,Scotland,S92000003,04/09/2020,159
nation,Scotland,S92000003,03/09/2020,101
nation,Scotland,S92000003,02/09/2020,156
nation,Scotland,S92000003,01/09/2020,154
nation,Scotland,S92000003,31/08/2020,160
nation,Scotland,S92000003,30/08/2020,123
nation,Scotland,S92000003,29/08/2020,88
nation,Scotland,S92000003,28/08/2020,51
nation,Scotland,S92000003,27/08/2020,68
nation,Scotland,S92000003,26/08/2020,67
nation,Scotland,S92000003,25/08/2020,44
nation,Scotland,S92000003,24/08/2020,66
nation,Scotland,S92000003,23/08/2020,83
nation,Scotland,S92000003,22/08/2020,123
nation,Scotland,S92000003,21/08/2020,71
nation,Scotland,S92000003,20/08/2020,77
nation,Scotland,S92000003,19/08/2020,50
nation,Scotland,S92000003,18/08/2020,49
nation,Scotland,S92000003,17/08/2020,26
nation,Scotland,S92000003,16/08/2020,43
nation,Scotland,S92000003,15/08/2020,51
nation,Scotland,S92000003,14/08/2020,65
nation,Scotland,S92000003,13/08/2020,47
nation,Scotland,S92000003,12/08/2020,47
nation,Scotland,S92000003,11/08/2020,52
nation,Scotland,S92000003,10/08/2020,29
nation,Scotland,S92000003,09/08/2020,48
nation,Scotland,S92000003,08/08/2020,60
nation,Scotland,S92000003,07/08/2020,43
nation,Scotland,S92000003,06/08/2020,66
nation,Scotland,S92000003,05/08/2020,64
nation,Scotland,S92000003,04/08/2020,23
nation,Scotland,S92000003,03/08/2020,18
nation,Scotland,S92000003,02/08/2020,31
nation,Scotland,S92000003,01/08/2020,18
nation,Scotland,S92000003,31/07/2020,30
nation,Scotland,S92000003,30/07/2020,17
nation,Scotland,S92000003,29/07/2020,22
nation,Scotland,S92000003,28/07/2020,4
nation,Scotland,S92000003,27/07/2020,3
nation,Scotland,S92000003,26/07/2020,4
nation,Scotland,S92000003,25/07/2020,27
nation,Scotland,S92000003,24/07/2020,20
nation,Scotland,S92000003,23/07/2020,16
nation,Scotland,S92000003,22/07/2020,10
nation,Scotland,S92000003,21/07/2020,22
nation,Scotland,S92000003,20/07/2020,7
nation,Scotland,S92000003,19/07/2020,23
nation,Scotland,S92000003,18/07/2020,21
nation,Scotland,S92000003,17/07/2020,17
nation,Scotland,S92000003,16/07/2020,11
nation,Scotland,S92000003,15/07/2020,5
nation,Scotland,S92000003,14/07/2020,3
nation,Scotland,S92000003,13/07/2020,6
nation,Scotland,S92000003,12/07/2020,19
nation,Scotland,S92000003,11/07/2020,7
nation,Scotland,S92000003,10/07/2020,18
nation,Scotland,S92000003,09/07/2020,6
nation,Scotland,S92000003,08/07/2020,7
nation,Scotland,S92000003,07/07/2020,2
nation,Scotland,S92000003,06/07/2020,4
nation,Scotland,S92000003,05/07/2020,9
nation,Scotland,S92000003,04/07/2020,11
nation,Scotland,S92000003,03/07/2020,12
nation,Scotland,S92000003,02/07/2020,5
nation,Scotland,S92000003,01/07/2020,8
nation,Scotland,S92000003,30/06/2020,10
nation,Scotland,S92000003,29/06/2020,5
nation,Scotland,S92000003,28/06/2020,8
nation,Scotland,S92000003,27/06/2020,15
nation,Scotland,S92000003,26/06/2020,17
nation,Scotland,S92000003,25/06/2020,5
nation,Scotland,S92000003,24/06/2020,9
nation,Scotland,S92000003,23/06/2020,12
nation,Scotland,S92000003,22/06/2020,14
nation,Scotland,S92000003,21/06/2020,26
nation,Scotland,S92000003,20/06/2020,26
nation,Scotland,S92000003,19/06/2020,27
nation,Scotland,S92000003,18/06/2020,11
nation,Scotland,S92000003,17/06/2020,21
nation,Scotland,S92000003,16/06/2020,15
nation,Scotland,S92000003,15/06/2020,29
nation,Scotland,S92000003,14/06/2020,25
nation,Scotland,S92000003,13/06/2020,21
nation,Scotland,S92000003,12/06/2020,27
nation,Scotland,S92000003,11/06/2020,17
nation,Scotland,S92000003,10/06/2020,12
nation,Scotland,S92000003,09/06/2020,14
nation,Scotland,S92000003,08/06/2020,18
nation,Scotland,S92000003,07/06/2020,18
nation,Scotland,S92000003,06/06/2020,21
nation,Scotland,S92000003,05/06/2020,29
nation,Scotland,S92000003,04/06/2020,49
nation,Scotland,S92000003,03/06/2020,33
nation,Scotland,S92000003,02/06/2020,53
nation,Scotland,S92000003,01/06/2020,18
nation,Scotland,S92000003,31/05/2020,18
nation,Scotland,S92000003,30/05/2020,55
nation,Scotland,S92000003,29/05/2020,39
nation,Scotland,S92000003,28/05/2020,48
nation,Scotland,S92000003,27/05/2020,55
nation,Scotland,S92000003,26/05/2020,29
nation,Scotland,S92000003,25/05/2020,55
nation,Scotland,S92000003,24/05/2020,60
nation,Scotland,S92000003,23/05/2020,72
nation,Scotland,S92000003,22/05/2020,113
nation,Scotland,S92000003,21/05/2020,105
nation,Scotland,S92000003,20/05/2020,96
nation,Scotland,S92000003,19/05/2020,61
nation,Scotland,S92000003,18/05/2020,57
nation,Scotland,S92000003,17/05/2020,90
nation,Scotland,S92000003,16/05/2020,187
nation,Scotland,S92000003,15/05/2020,143
nation,Scotland,S92000003,14/05/2020,188
nation,Scotland,S92000003,13/05/2020,166
nation,Scotland,S92000003,12/05/2020,136
nation,Scotland,S92000003,11/05/2020,141
nation,Scotland,S92000003,10/05/2020,181
